"Kods","Nosaukums","Apraksts","Vecāks"
"112","Rīkotājdirektori un uzņēmumu vadītāji","PROFESIJU MAZĀ GRUPA""112 Rīkotājdirektori un uzņēmumu vadītāji""un PROFESIJU ATSEVIŠĶĀ GRUPA""1120 Rīkotājdirektori un uzņēmumu vadītāji""Mazās grupas ""112 Rīkotājdirektori un uzņēmumu vadītāji"" un atsevišķās grupas ""1120 Rīkotājdirektori un uzņēmumu vadītāji"" profesijās nodarbinātie vada uzņēmumu, izņemot biedrību un nodibinājumu, kopīgi ar citiem vadītājiem nosaka, formulē uzņēmuma darbības pamatvirzienus, plāno, vada, koordinē struktūrvienību darbu, parasti izveido direktoru padomi, valdi vai vadības grupu, kurai tie sniedz pārskatus par darba rezultātiem.Atsevišķās grupas ""1120 Rīkotājdirektori un uzņēmumu vadītāji"" profesijas un atbilstoši pamatuzdevumi:– noteikt vai formulēt uzņēmuma darbības pamatvirzienus; plānot, vadīt un koordinēt uzņēmuma darbu kopumā, izvēlēties un apmācīt personālu, organizēt un vadīt padotā personāla darbu uzņēmumā; noteikt ekonomiskos un tehniskās attīstības rādītājus, konkrētus uzdevumus un konsultēt pakļautos vadītājus; organizēt un vadīt darījumus, operatīvos darba procesus – darījumu slēgšanu ar piegādātājiem, klientiem, citām iestādēm, biedrībām un nodibinājumiem, organizācijām; pārstāvēt uzņēmumu darījumos ar citiem uzņēmumiem; kontrolēt izdevumus, nodrošināt materiāltehnisko un citu resursu apgādes plānošanu un to racionālu izmantošanu; analizēt un novērtēt uzņēmuma darbību, tās rezultātus un ziņot par tiem direktoru padomei, vadības grupai un augstākajiem vadītājiem; organizēt operatīvo, grāmatvedības, statistisko uzskaiti un pārskatus par vadītā uzņēmuma darbību; slēgt darba koplīgumus un kontrolēt to izpildi; organizēt un vadīt valdes, komisijas un padomes darbu; sagatavot atzinumus, vērtējumus un priekšlikumus; ievērot komercsabiedrības statūtus un personu (dalībnieku) grupas vai to pārstāvošās institūcijas – padomes – sapulces lēmumus, sniegt pilnīgu informāciju par savu darbību gan valsts un pašvaldību iestādēm, gan komercsabiedrības dalībniekiem; pieņemt lēmumus par komercsabiedrības darbību, tās vadību un pārvaldību, pildīt savus pienākumus, mazinot iespējamos komercdarbības riskus; organizēt un nodrošināt saskaņoto un akceptēto būvprojektu vai citas būvniecības dokumentācijas pārbaudi.","11"
"1120","Rīkotājdirektori un uzņēmumu vadītāji","Šīs atsevišķās grupas apraksts un profesionālās darbības pamatuzdevumi atbilst 112 mazajai grupai.","112"
"1120 01","VADĪTĀJS/ DIREKTORS/ ĢENERĀLDIREKTORS/ PĀRVALDNIEKS/ PREZIDENTS/ VICEPREZIDENTS/ IZPILDDIREKTORS/ PRIEKŠSĒDĒTĀJS/ PRIEKŠ­NIEKS/ ĢENERĀLSEKRETĀRS","","1120"
"1120 02","VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS/ ĢENERĀLDIREKTORA VIETNIEKS/ PĀRVALDNIEKA VIETNIEKS/ PREZIDENTA VIETNIEKS/ VICEPREZIDENTA VIETNIEKS/ IZPILDDIREKTORA VIETNIEKS/ PRIEKŠSĒDĒTĀJA VIETNIEKS/ PRIEKŠNIEKA VIETNIEKS/ RĪKOTĀJDIREKTORS","","1120"
"1120 03","Tehniskais DIREKTORS","","1120"
"1120 04","KOMERCDIREKTORS","","1120"
"1120 05","Ekonomikas DIREKTORS","","1120"
"1120 06","Ražošanas DIREKTORS","","1120"
"1120 07","Apgādes DIREKTORS","","1120"
"1120 08","Loģistikas DIREKTORS","","1120"
"1120 10","Valdes PRIEKŠSĒDĒTĀJS/ VADĪTĀJS","","1120"
"1120 11","Valdes PRIEKŠSĒDĒTĀJA VIETNIEKS/ VADĪTĀJA VIETNIEKS","","1120"
"1120 12","Padomes VADĪTĀJS/ PRIEKŠSĒDĒTĀJS","","1120"
"1120 13","Komisijas VADĪTĀJS/ PRIEKŠSĒDĒTĀJS","","1120"
"1120 14","Valdes LOCEKLIS","","1120"
"1120 15","Padomes LOCEKLIS","","1120"
"1120 16","Kolēģijas LOCEKLIS","","1120"
"1120 17","PROKŪRISTS","","1120"
"1120 18","Kapitāldaļu turētāja PĀRSTĀVIS","","1120"
"1120 19","Padomes VADĪTĀJA VIETNIEKS/ PRIEKŠSĒDĒTĀJA VIETNIEKS","","1120"
"1120 20","Komisijas VADĪTĀJA VIETNIEKS/ PRIEKŠSĒDĒTĀJA VIETNIEKS","","1120"
"1120 21","Zinātniskais DIREKTORS","","1120"
"1120 22","Atbildīgais aviācijas VADĪTĀJS","","1120"
"12","Administratīvie vadītāji un komercdirektori"," Pirmās pamatgrupas apakšgrupas ""12 Administratīvie vadītāji un komercdirektori"" profesijas klasificētas šādās mazajās grupās: mazā grupa ""121 Komercpakalpojumu un administratīvie vadītāji""; mazā grupa ""122 Tirdzniecības, tirgvedības un attīstības jomas vadītāji"".","1"
"121","Komercpakalpojumu un administratīvie vadītāji"," PROFESIJU MAZĀ GRUPA""121 Komercpakalpojumu un administratīvie vadītāji""Mazās grupas ""121 Komercpakalpojumu un administratīvie vadītāji"" profesijās nodarbinātie vada jebkuras īpašuma formas un saimnieciskās darbības veida uzņēmumu komercpakalpojumu jomā; komercpakalpojumu un administratīvo struktūrvienību vadītāji plāno, vada un koordinē savu darbību tiešā uzņēmuma vadītāja vadībā.Mazās grupas ""121 Komercpakalpojumu un administratīvie vadītāji"" profesijas klasificētas šādās atsevišķajās grupās:atsevišķā grupa ""1211 Administratīvie un finanšu vadītāji"";atsevišķā grupa ""1212 Personāla vadītāji"";atsevišķā grupa ""1213 Politikas un plānošanas vadītāji"";atsevišķā grupa ""1219 Citur neklasificēti administratīvie un komercpakalpojumu vadītāji"".","12"
"1211","Administratīvie un finanšu vadītāji","PROFESIJU ATSEVIŠĶĀ GRUPA""1211 Administratīvie un finanšu vadītāji""Atsevišķās grupas ""1211 Administratīvie un finanšu vadītāji"" profesijās nodarbinātie vada personisko vai citu īpašnieku komerciālo pakalpojumu uzņēmumu, sniedz dažādu nekomerciālu palīdzību; administratīvo un finanšu struktūrvienību vadītāji tiešā uzņēmuma vadītāja vadībā plāno, vada un koordinē uzņēmuma administratīvās un finanšu operācijas, sniedz atbalstu uzņēmuma pamatdarbības struktūrvienībām.Atsevišķās grupas ""1211 Administratīvie un finanšu vadītāji"" profesijas un atbilstoši pamatuzdevumi:– plānot, vadīt un koordinēt uzņēmuma politiku komercpakalpojumu jomā, organizēt un vadīt padotā personāla darbu komercpakalpojumu uzņēmumā; plānot, vadīt un koordinēt uzņēmuma administratīvās un finanšu operācijas; organizēt un vadīt padotā personāla darbu administratīvajā un finanšu struktūrvienībā; noteikt uzņēmuma nodokļu politiku atbilstoši finansiālajam stāvoklim, sastādīt budžetu un kontrolēt dažādas finanšu operācijas, sastādīt budžeta tāmi; slēgt darījumus ar piegādātājiem, klientiem un citiem uzņēmumiem; kontrolēt izdevumus un nodrošināt racionālu resursu izmantošanu, sniegt pārskatus uzņēmējam, ja tāds ir; vadīt kvalitātes un risku vadības sistēmas ieviešanu un uzturēšanu uzņēmumā; vadīt darba un pārvaldes procedūras, organizēt un vadīt stratēģiskās plānošanas un attīstības darbu uzņēmumā; plānot un vadīt ikdienas darījumus; nodrošināt klientu apkalpošanu augstā līmenī, klientu iesniegumu izskatīšanu; vadīt un organizēt kancelejas darbu; vadīt un kontrolēt dokumentu pārvaldību un arhīva darbu, ievadīt datus, kontrolēt korespondences izskatīšanas, virzības un izpildes termiņus, organizēt pabeigto dokumentu uzskaiti un nodrošināt to glabāšanu; plānot, organizēt un kontrolēt stenogrammu sagatavošanu, Saeimas sēžu statistikas datu apkopošanu, Saeimas un Ministru kabineta izstrādāto tiesību aktu un citu dokumentu rediģēšanu, arhivēšanu un tulkošanu; koordinēt un kontrolēt izveidoto komisiju sekretāru darbu; organizēt un vadīt konsultāciju sniegšanu un palīdzību uzņēmumiem; nodrošināt juridiskās analīzes, atzinumu (priekšlikumu) sagatavošanu Saeimas Prezidijam un Saeimas komisijām par Saeimai iesniegto likumprojektu un citu tiesību aktu projektu atbilstību juridiskās tehnikas un kodifikācijas prasībām; sniegt konsultācijas Saeimas amatpersonām un struktūrvienībām par Saeimas un Saeimas Prezidija tiesību aktu pieņemšanas procedūru; nodrošināt valsts interešu pārstāvību tiesvedības procesos, tai skaitā Satversmes tiesā, kā arī organizēt normatīvo aktu oficiālo publikāciju uzglabāšanu, uzskaiti un apriti.","121"
"1211 01","VADĪTĀJS/ DIREKTORS/ PĀRVALDNIEKS (komercpakalpojumu jomā)","","1211"
"1211 02","VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS/ IZPILDDIREKTORS (komercpakalpojumu jomā)","","1211"
"1211 03","Finanšu DIREKTORS","","1211"
"1211 04","Galvenais GRĀMATVEDIS","","1211"
"1211 05","Galvenā GRĀMATVEŽA VIETNIEKS","","1211"
"1211 06","Administratīvais DIREKTORS","","1211"
"1211 07","Administratīvā DIREKTORA VIETNIEKS","","1211"
"1211 08","Pamatdarbības struktūrvienības VADĪTĀJS (komercpakalpojumu jomā)","","1211"
"1211 09","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS (komercpakalpojumu jomā)","","1211"
"1211 30","Galvenās kases VADĪTĀJS","","1211"
"1211 31","Starptautiskā norēķinu centra VADĪTĀJS","","1211"
"1211 36","Kancelejas VADĪTĀJS/ PĀRVALDNIEKS/ DIREKTORS","","1211"
"1211 37","Kancelejas VADĪTĀJA VIETNIEKS/ PĀRVALDNIEKA VIETNIEKS/ DIREKTORA VIETNIEKS","","1211"
"1211 50","Pamatdarbības atbalsta struktūrvienības VADĪTĀJS/ DIREKTORS","","1211"
"1211 51","Pamatdarbības atbalsta struktūrvienības VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS","","1211"
"1212","Personāla vadītāji","PROFESIJU ATSEVIŠĶĀ GRUPA""1212 Personāla vadītāji""Atsevišķās grupas ""1212 Personāla vadītāji"" profesijās nodarbinātie tiešā uzņēmuma vadītāja vadībā plāno, vada un koordinē uzņēmuma politiku personāla jautājumos.Atsevišķās grupas ""1212 Personāla vadītāji"" profesijas un atbilstoši pamatuzdevumi:– noteikt un formulēt uzņēmuma personāla vadības stratēģiju, politiku un mērķus dinamiskā ekonomiskā vidē atbilstoši uzņēmuma mērķiem; plānot, vadīt un koordinēt uzņēmuma politiku personāla jautājumos, organizēt un vadīt padotā personāla darbu uzņēmuma personāla struktūrvienībā; plānot un organizēt darbinieku pieņemšanu darbā, mācīšanu un paaugstināšanu amatā, noteikt algu struktūru un vadīt pārrunas ar darbiniekiem algu jautājumos, konsultēt darbiniekus u. tml.; kontrolēt darba un vides aizsardzības, veselības aizsardzības un citu programmu izpildi; kontrolēt izdevumus un nodrošināt resursu racionālu izmantošanu; izstrādāt un vadīt darba un pārvaldes procedūras, plānot un vadīt ikdienas darījumus; organizēt uzņēmuma darbinieku apbalvojumu, darba izvērtējumu un sodu uzskaiti; veidot, uzturēt un glabāt personāla statistisko un skaitlisko uzskaiti; īstenot pasākumus kvalitātes sistēmas uzturēšanai un pilnveidošanai.","121"
"1212 01","Personāla DIREKTORS","","1212"
"1212 04","Personāla/ personāvadības struktūrvienības VADĪTĀJS/ DIREKTORS","","1212"
"1212 05","Personāla/ personālvadības struktūrvienības VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS","","1212"
"1212 06","Personāla mācību VADĪTĀJS","","1212"
"1213","Politikas un plānošanas vadītāji"," PROFESIJU ATSEVIŠĶĀ GRUPA""1213 Politikas un plānošanas vadītāji""Atsevišķās grupas ""1213 Politikas un plānošanas vadītāji"" profesijās nodarbinātie vada uzņēmuma struktūrvienību, plāno, izrīko un koordinē darījumu norisi, sniedz dažādu nekomerciālu palīdzību, sniedz pakalpojumus ārējo sakaru, valsts pārvaldes, ārlietu, nodokļu administrēšanas un muitas, tiesu varas, darbinieku interešu un tiesību aizsardzības, tiesību administrēšanas un pārvaldījuma jomā tiešā uzņēmuma vadītāja vadībā.Atsevišķās grupas ""1213 Politikas un plānošanas vadītāji"" profesijas un atbilstoši pamatuzdevumi:– plānot, vadīt un koordinēt struktūrvienības darbību valsts pārvaldes jomā, darbinieku interešu un tiesību aizsardzības jomā, tiesību administrēšanas un pārvaldījuma jomā un uzņēmuma politikas un politikas plānošanas jomā; organizēt un vadīt darījumus, veikt administratīvus pienākumus, organizēt un vadīt padotā personāla darbu ārējo sakaru, valsts pārvaldes, ārlietu, nodokļu administrēšanas un muitas, tiesu varas, darbinieku interešu un tiesību aizsardzības, tiesību administrēšanas un pārvaldījuma, uzņēmuma politikas un politikas plānošanas struktūrvienībā; slēgt darījumus ar piegādātājiem, klientiem un citiem uzņēmumiem; plānot un kontrolēt resursu izlietojumu, darbinieku piesaistīšanu, sniegt pārskatus uzņēmējam, ja tāds ir; plānot, vadīt, koordinēt prokuratūras un prokuratūras pārraudzībā esošo valsts iestāžu finansiālo un saimniecisko darbību; plānot, vadīt un koordinēt ārlietu dienesta struktūrvienību darbu, piedalīties starpvalstu un starpinstitūciju darba grupās, uzturēt sakarus ar starptautisko organizāciju un ārvalstu diplomātiskajiem un konsulārajiem pārstāvjiem; plānot, vadīt un koordinēt pasākumus dažādu pakalpojumu sniegšanā; nodrošināt Saeimas sakarus ar citu valstu parlamentiem un starptautiskajām organizācijām, piedalīties Saeimas un citu parlamentu, Saeimas un starptautisko organizāciju sadarbības projektu plānošanā un īstenošanā; nodrošināt Saeimas delegāciju nacionālo sekretāru pienākumu izpildi starptautiskajās parlamentārajās organizācijās; nodrošināt Saeimā un ārvalstīs plānoto diplomātisko vizīšu, kā arī valstiska mēroga starptautisku pasākumu, valsts svētku un atceres pasākumu organizēšanu, nodrošināt to norisi; izstrādāt Saeimas diplomātiskā protokola stratēģiju, piedalīties valsts ārējo sakaru veidošanā; sagatavot, iesniegt augstākajam vadītājam lēmumu projektus, kas tieši ietekmē iestādes politiku un stratēģiju, sabiedrības un valsts intereses atbilstošā valsts pārvaldes jomā; izdot administratīvos aktus vai ar indivīda tiesībām saistītus lēmumus, pieņemt struktūrvienības darbu ietekmējošus lēmumus, uzraudzīt un kontrolēt normatīvo aktu izpildi padotībā esošajās iestādēs; izstrādāt priekšlikumus nodokļu (nodevu) administrēšanas, akcīzes preču aprites, nodrošinājuma un uzraudzības, kā arī muitas politikas veidošanai un attīstības stratēģijai; organizēt nodokļu maksātāju uzskaiti, nodokļu, nodevu un citu valsts noteikto obligāto maksājumu iekasēšanu Latvijas Republikas teritorijā un uz muitas robežas, noziedzīgu nodarījumu un likumpārkāpumu atklāšanu un novēršanu valsts ieņēmumu un muitas jomā; radoši un inovatīvi plānot un īstenot ārējo sakaru stratēģiju atbilstoši uzņēmuma mērķiem, analizēt, novērtēt un pilnveidot ārējo sakaru jautājumus; plānot un organizēt uzņēmuma ārējās un iekšējās darbības vides novērošanu, informācijas sniegšanu, pārliecināšanu, veidot un saglabāt uzticēšanos uzņēmuma vadībai, prognozēt un novērst konfliktus, plānot un vadīt uzņēmuma korporatīvā publiskā tēla veidošanu.","121"
"1213 01","Pārvaldes DIREKTORS (valsts pārvaldes jomā)","","1213"
"1213 02","Pārvaldes DIREKTORA VIETNIEKS (valsts pārvaldes jomā)","","1213"
"1213 03","Nozares politikas un politikas plānošanas struktūrvienības VADĪTĀJS/ DIREKTORS","","1213"
"1213 04","Nozares politikas un politikas plānošanas struktūrvienības VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS","","1213"
"1213 05","Pamatdarbības struktūrvienības VADĪTĀJS/ DIREKTORS (valsts pārvaldes jomā)","","1213"
"1213 06","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS (valsts pārvaldes jomā)","","1213"
"1213 07","Ārējo sakaru struktūrvienības VADĪTĀJS","","1213"
"1213 08","Ārējo sakaru struktūrvienības VADĪTĀJA VIETNIEKS","","1213"
"1213 09","Pamatdarbības struktūrvienības VADĪTĀJS/ DIREKTORS (ārlietu jomā)","","1213"
"1213 10","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS (ārlietu jomā)","","1213"
"1213 11","Muitas iestādes struktūrvienības VADĪTĀJS","","1213"
"1213 12","VIRSUZRAUGS (muitas jomā)","","1213"
"1213 13","VIRSUZRAUGA VIETNIEKS (muitas jomā)","","1213"
"1213 14","Muitas maiņas VADĪTĀJS","","1213"
"1213 15","Pamatdarbības struktūrvienības VADĪTĀJS/ DIREKTORS (nodokļu administrēšanas un muitas jomā)","","1213"
"1213 16","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS (nodokļu administrēšanas un muitas jomā)","","1213"
"1213 17","Pamatdarbības struktūrvienības VADĪTĀJS (sabiedrības pārvaldes jomā)","","1213"
"1213 18","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS (sabiedrības pārvaldes jomā)","","1213"
"1213 19","Pamatdarbības struktūrvienības VADĪTĀJS/ PRIEKŠNIEKS (tiesu varas jomā)","","1213"
"1213 20","Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS/ PRIEKŠNIEKA VIETNIEKS (tiesu varas jomā)","","1213"
"1213 21","Pamatdarbības struktūrvienības VADĪTĀJS (darbinieku interešu un tiesību aizsardzības jomā)","","1213"
"1213 22","Pamatdarbības struktūrvienības VADĪTĀJS (tiesību administrēšanas un pārvaldījuma jomā)","","1213"
"1213 23","Pašvaldības pamatdarbības struktūrvienības VADĪTĀJS/ DIREKTORS/ PRIEKŠNIEKS","","1213"
"1213 24","Pašvaldības pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS/ PRIEKŠNIEKA VIETNIEKS","","1213"
"1213 25","Galvenais valsts INSPEKTORS","","1213"
"1213 26","Valsts INSPEKTORS","","1213"
"1213 27","VirsMEŽZINIS","","1213"
"1213 28","VirsMEŽZIŅA VIETNIEKS","","1213"
"1213 31","Vecākais MEŽZINIS","","1213"
"1213 32","Diplomātiskā protokola struktūrvienības VADĪTĀJS","","1213"
"1213 33","Diplomātiskā protokola struktūrvienības VADĪTĀJA VIETNIEKS","","1213"
"1219","Citur neklasificēti administratīvie un komercpakalpojumu vadītāji","PROFESIJU ATSEVIŠĶĀ GRUPA""1219 Citur neklasificēti administratīvie un komercpakalpojumu vadītāji""Atsevišķās grupas ""1219 Citur neklasificētie administratīvie un komercpakalpojumu vadītāji"" profesijās nodarbinātie vada uzņēmumu komercpakalpojumu, komunālo un tiem radniecīgo pakalpojumu jomā, plāno, izrīko un koordinē darījumu norisi, sniedz dažādu nekomerciālu palīdzību; struktūrvienību vadītāji plāno, vada un koordinē uzņēmuma pamatdarbību komunālo un tiem radniecīgu pakalpojumu jomā, individuālo pakalpojumu, sabiedriskās kārtības un drošības jomā, apsardzes jomā, tiešā uzņēmuma vadītāja vadībā piedalās darbības plāna, budžeta, personāla un pārējo resursu plānu sastādīšanā, plāno, vada un koordinē uzņēmuma klientu apkalpošanas un starpbanku operācijas.Atsevišķās grupas ""1219 Citur neklasificētie administratīvie un komercpakalpojumu vadītāji"" profesijas un atbilstoši pamatuzdevumi:– plānot, vadīt un koordinēt struktūrvienības darbību komunālo un tiem radniecīgu pakalpojumu jomā, sabiedriskās kārtības un drošības jomā, apsardzes jomā, darba aizsardzības jomā, individuālo pakalpojumu (tai skaitā skaistumkopšanas) jomā un citur neklasificētu komercpakalpojumu jomā, organizēt un vadīt padotā personāla darbu šo jomu struktūrvienībās; plānot, vadīt un koordinēt darbību tehnisko pakalpojumu nodrošināšanā, organizēt saimniecības struktūrvienības un transporta struktūrvienības darbību; plānot, vadīt un koordinēt uzņēmuma klientu apkalpošanas un starpbanku operācijas, pasta pakalpojumus tiešā uzņēmuma vadītāja vadībā; plānot, vadīt un organizēt ""Sanus per Aquam"" jeb ""veselība caur ūdeni"""" (turpmāk – SPA) pakalpojumu sniegšanu; slēgt darījumus ar piegādātājiem, klientiem un citiem uzņēmumiem; plānot un kontrolēt resursu izlietojumu, darbinieku piesaistīšanu; sniegt pārskatus uzņēmējam, ja tāds ir; izstrādāt un nodrošināt uzņēmuma struktūrvienības ar nepieciešamajām instrukcijām, metodiskajiem un normatīvajiem dokumentiem; plānot, vadīt un koordinēt sabiedriskās kārtības un drošības pasākumus; nodrošināt darba kvalitātes pārvaldību; kontrolēt rezultātu atbilstību noteiktajiem mērķiem; organizēt un kontrolēt klientu apkalpošanas pakalpojumu procesus; plānot un organizēt objekta darba uzdevumu izpildi, koordinēt objektu patrulēšanu.","121"
